train-rmse,2245.3611608896167
train-mape,0.04842860622120356
train-r2,0.8859720519282005
train-rmse-25,3119.5918856017865
train-mape-25,0.05751736135965382
train-r2-25,0.0035554850057935017
val-rmse,2922.9934592507884
val-mape,0.06685516912401841
val-r2,0.7870312313713071
val-rmse-25,3411.529692337976
val-mape-25,0.0674896318919371
val-r2-25,-2.114683140801596
test-rmse,2720.3046180063297
test-mape,0.06161184441291076
test-r2,0.7620218455768879
test-rmse-25,3801.995454476324
test-mape-25,0.07481273481766847
test-r2-25,-0.5789890788886098
